ID,gene_symbol,Gene title,string_protein_id,uniprot_id,source
217060_at,TRBV16,T cell receptor beta variable 16 (gene/pseudogene),,,
217061_s_at,ETV1,ETS variant 1,9606.ENSP00000405327,,
217062_at,DMPK,dystrophia myotonica protein kinase,9606.ENSP00000345997,,
217063_x_at,YME1L1,YME1 like 1 ATPase,9606.ENSP00000318480,,
217066_s_at,DMPK,dystrophia myotonica protein kinase,9606.ENSP00000345997,,
217067_s_at,DMP1,dentin matrix acidic phosphoprotein 1,9606.ENSP00000340935,,
217067_s_at,DMP1,dentin matrix acidic phosphoprotein 1,9606.ENSP00000378193,,
217069_at,KMT2B,lysine methyltransferase 2B,9606.ENSP00000398837,,
217070_at,MTHFR,methylenetetrahydrofolate reductase (NAD(P)H),9606.ENSP00000365770,,
217071_s_at,MTHFR,methylenetetrahydrofolate reductase (NAD(P)H),9606.ENSP00000365770,,
217072_at,CD300A,CD300a molecule,9606.ENSP00000353259,,
217073_x_at,APOA1,apolipoprotein A1,9606.ENSP00000236850,,
217074_at,SMOX,spermine oxidase,9606.ENSP00000478305,,
217075_x_at,KMT2B,lysine methyltransferase 2B,9606.ENSP00000398837,,
217076_s_at,HOXD3,uncharacterized LOC401021///homeobox D4///homeobox D3,9606.ENSP00000386498,,
217077_s_at,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,9606.ENSP00000259455,,
217078_s_at,CD300A,CD300a molecule,9606.ENSP00000353259,,
217080_s_at,HOMER2,homer scaffolding protein 2,9606.ENSP00000305632,,
217081_at,OR2H2,olfactory receptor family 2 subfamily H member 2,9606.ENSP00000492959,,
217083_at,IGHV3-75,immunoglobulin heavy variable 3-75 (pseudogene),,,
217084_at,IGHA1,immunoglobulin heavy variable 3-23///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1,,,
217086_at,CHRNB3,cholinergic receptor nicotinic beta 3 subunit,9606.ENSP00000289957,,
217087_at,C1orf68,chromosome 1 open reading frame 68,9606.ENSP00000357764,,
217088_s_at,NCR1,natural cytotoxicity triggering receptor 1,9606.ENSP00000291890,,
217090_at,ADAM3A,ADAM metallopeptidase domain 3A (pseudogene),,,
217093_at,RNASE1,"ribonuclease A family member 1, pancreatic",9606.ENSP00000381057,,
217094_s_at,ITCH,itchy E3 ubiquitin protein ligase,9606.ENSP00000499786,,
217095_x_at,NCR1,natural cytotoxicity triggering receptor 1,9606.ENSP00000291890,,
217096_at,PCLO,piccolo presynaptic cytomatrix protein,9606.ENSP00000334319,,
217097_s_at,PHTF2,putative homeodomain transcription factor 2,9606.ENSP00000403042,,
217098_s_at,ZSCAN12,zinc finger and SCAN domain containing 12,9606.ENSP00000354305,,
217099_s_at,GEMIN4,gem nuclear organelle associated protein 4,9606.ENSP00000321706,,
217100_s_at,UBXN7,UBX domain protein 7,9606.ENSP00000296328,,
217101_at,TTC39A,tetratricopeptide repeat domain 39A,9606.ENSP00000393952,,
217103_at,LDLR,low density lipoprotein receptor,9606.ENSP00000260197,,
217103_at,LDLR,low density lipoprotein receptor,9606.ENSP00000261758,,
217103_at,LDLR,low density lipoprotein receptor,9606.ENSP00000318607,,
217103_at,LDLR,low density lipoprotein receptor,9606.ENSP00000454071,,
217104_at,ST20,suppressor of tumorigenicity 20,9606.ENSP00000453502,,
217106_x_at,DIMT1,DIM1 dimethyladenosine transferase 1 homolog,9606.ENSP00000199320,,
217109_at,MUC4,"mucin 4, cell surface associated",9606.ENSP00000417498,,
217110_s_at,MUC4,"mucin 4, cell surface associated",9606.ENSP00000417498,,
217111_at,AMACR,alpha-methylacyl-CoA racemase,9606.ENSP00000371517,,
217112_at,PDGFB,platelet derived growth factor subunit B,9606.ENSP00000330382,,
217113_at,AMACR,alpha-methylacyl-CoA racemase,9606.ENSP00000371517,,
217114_at,SNRNP200,U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene///small nuclear ribonucleoprotein U5 subunit 200,9606.ENSP00000317123,,
217115_at,MKRN7P,"makorin ring finger protein 7, pseudogene",,,
217117_x_at,MUC3A,"mucin 3B, cell surface associated///mucin 3A, cell surface associated",9606.ENSP00000368771,,
217118_s_at,KIAA0930,KIAA0930,9606.ENSP00000251993,,
217119_s_at,CXCR3,C-X-C motif chemokine receptor 3,9606.ENSP00000362795,,
217120_s_at,MED14,mediator complex subunit 14,9606.ENSP00000323720,,
217121_at,TNKS,tankyrase,9606.ENSP00000311579,,
217122_s_at,SLC35E2,solute carrier family 35 member E2B///solute carrier family 35 member E2,9606.ENSP00000481694,,
217122_s_at,SLC35E2,solute carrier family 35 member E2B///solute carrier family 35 member E2,9606.ENSP00000495949,,
217123_x_at,PMCHL1,pro-melanin concentrating hormone like 1 (pseudogene),,,
217124_at,IQCE,IQ motif containing E,9606.ENSP00000480715,,
217125_at,UBBP2,ubiquitin B pseudogene 2,,,
217127_at,CTH,cystathionine gamma-lyase,9606.ENSP00000318684,,
217127_at,CTH,cystathionine gamma-lyase,9606.ENSP00000359976,,
217128_s_at,CAMK1G,calcium/calmodulin dependent protein kinase IG,9606.ENSP00000009105,,
217133_x_at,CYP2B6,cytochrome P450 family 2 subfamily B member 6,9606.ENSP00000324648,,
217134_at,MTAP,methylthioadenosine phosphorylase,9606.ENSP00000494373,,
217136_at,PPIAL4G,peptidylprolyl isomerase A like 4C///peptidylprolyl isomerase A like 4A///peptidylprolyl isomerase A like 4G,9606.ENSP00000393845,,
217138_x_at,IGLC1,immunoglobulin lambda constant 1,,,
217139_at,VDAC1,voltage dependent anion channel 1,9606.ENSP00000378487,,
217140_s_at,VDAC1,voltage dependent anion channel 1,9606.ENSP00000378487,,
217141_at,BTBD7,BTB domain containing 7,9606.ENSP00000335615,,
217143_s_at,YME1L1,YME1 like 1 ATPase,9606.ENSP00000318480,,
217144_at,UBBP1,ubiquitin B pseudogene 1,,,
217145_at,IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant,,,
217146_at,JRK,Jrk helix-turn-helix protein,9606.ENSP00000333350,,
217146_at,JRK,Jrk helix-turn-helix protein,9606.ENSP00000482410,,
217147_s_at,TRAT1,T cell receptor associated transmembrane adaptor 1,9606.ENSP00000295756,,
217148_x_at,IGLC1,immunoglobulin lambda joining 3///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1,,,
217149_x_at,TNK1,tyrosine kinase non receptor 1,9606.ENSP00000459799,,
217150_s_at,NF2,neurofibromin 2,9606.ENSP00000344666,,
217151_at,LOC101928457,uncharacterized LOC101928457,,,
217153_at,ARHGAP1,Rho GTPase activating protein 1,9606.ENSP00000310491,,
217154_s_at,EDN3,endothelin 3,9606.ENSP00000337128,,
217156_at,HADHAP1,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit pseudogene 1",,,
217157_x_at,IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant,,,
217158_at,PTGER4P2-CDK2AP2P2,"PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene",,,
217159_x_at,SIGLEC7,sialic acid binding Ig like lectin 7,9606.ENSP00000323328,,
217160_at,TSPY1,"testis specific protein, Y-linked 1",9606.ENSP00000403304,,
217161_x_at,ACAN,aggrecan,9606.ENSP00000387356,,
217162_at,TSPY1,"testis specific protein, Y-linked 1",9606.ENSP00000403304,,
217163_at,ESR1,estrogen receptor 1,9606.ENSP00000405330,,
217165_x_at,MT1F,metallothionein 1F,9606.ENSP00000334872,,
217167_x_at,GK,glycerol kinase,9606.ENSP00000223366,,
217167_x_at,GK,glycerol kinase,9606.ENSP00000351706,,
217167_x_at,GK,glycerol kinase,9606.ENSP00000360268,,
217167_x_at,GK,glycerol kinase,9606.ENSP00000401720,,
217167_x_at,GK,glycerol kinase,9606.ENSP00000418001,,
217167_x_at,GK,glycerol kinase,9606.ENSP00000489687,,
217168_s_at,HERPUD1,homocysteine inducible ER protein with ubiquitin like domain 1,9606.ENSP00000409555,,
217169_at,IGHA1,immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1,,,
217171_at,SMPD1,sphingomyelin phosphodiesterase 1,9606.ENSP00000340409,,
217173_s_at,LDLR,low density lipoprotein receptor,9606.ENSP00000260197,,
217173_s_at,LDLR,low density lipoprotein receptor,9606.ENSP00000261758,,
217173_s_at,LDLR,low density lipoprotein receptor,9606.ENSP00000318607,,
217173_s_at,LDLR,low density lipoprotein receptor,9606.ENSP00000454071,,
217174_s_at,APC2,"APC2, WNT signaling pathway regulator",9606.ENSP00000301454,,
217174_s_at,APC2,"APC2, WNT signaling pathway regulator",9606.ENSP00000314004,,
217174_s_at,APC2,"APC2, WNT signaling pathway regulator",9606.ENSP00000442954,,
217174_s_at,APC2,"APC2, WNT signaling pathway regulator",9606.ENSP00000466775,,
217175_at,UGT2B15,UDP glucuronosyltransferase family 2 member B15,9606.ENSP00000341045,,
217176_s_at,ZFX,"zinc finger protein, X-linked",9606.ENSP00000368486,,
217177_s_at,PTPRB,"protein tyrosine phosphatase, receptor type B",9606.ENSP00000334928,,
217178_at,RARG,retinoic acid receptor gamma,9606.ENSP00000388510,,
217179_x_at,BMS1P20,"BMS1, ribosome biogenesis factor pseudogene 20",,,
217180_at,BMS1P20,"BMS1, ribosome biogenesis factor pseudogene 20",,,
217181_at,IL2,interleukin 2,9606.ENSP00000226730,,
217181_at,IL2,interleukin 2,9606.ENSP00000398655,,
217182_at,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",9606.ENSP00000485659,,
217183_at,SPC24,"SPC24, NDC80 kinetochore complex component",9606.ENSP00000465075,,
217184_s_at,LTK,leukocyte receptor tyrosine kinase,9606.ENSP00000263800,,
217185_s_at,ZPR1,zinc finger protein 259 pseudogene 1///ZPR1 zinc finger,9606.ENSP00000227322,,
217186_at,ZNF259P1,zinc finger protein 259 pseudogene 1,,,
217187_at,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",9606.ENSP00000485659,,
217188_s_at,C14orf1,chromosome 14 open reading frame 1,9606.ENSP00000256319,,
217189_s_at,SMG7,"SMG7, nonsense mediated mRNA decay factor",9606.ENSP00000425133,,
217190_x_at,ESR1,estrogen receptor 1,9606.ENSP00000405330,,
217192_s_at,PRDM1,PR/SET domain 1,9606.ENSP00000358092,,
217194_at,RASAL2,RAS protein activator like 2,9606.ENSP00000356621,,
217195_at,GCNT1P1,"glucosaminyl (N-acetyl) transferase 1, core 2 pseudogene 1",,,
217196_s_at,CAMSAP2,calmodulin regulated spectrin associated protein family member 2,9606.ENSP00000236925,,
217197_x_at,N4BP2L1,NEDD4 binding protein 2 like 1,9606.ENSP00000369473,,
217198_x_at,IGH,immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy locus,9606.ENSP00000478289,,
217199_s_at,STAT2,signal transducer and activator of transcription 2,9606.ENSP00000315768,,
217200_x_at,CYB561,cytochrome b561,9606.ENSP00000464215,,
217201_at,RASAL2,RAS protein activator like 2,9606.ENSP00000356621,,
217202_s_at,GLUL,glutamate-ammonia ligase,9606.ENSP00000307900,,
217204_at,MTRF1L,mitochondrial translational release factor 1 like,9606.ENSP00000356202,,
217205_at,LOC100420758,poly(A) binding protein nuclear 1 pseudogene,,,
217207_s_at,BTNL3,butyrophilin like 3,9606.ENSP00000341787,,
217208_s_at,DLG1,discs large MAGUK scaffold protein 1,9606.ENSP00000247191,,
217208_s_at,DLG1,discs large MAGUK scaffold protein 1,9606.ENSP00000345731,,
217209_at,CEACAM3,carcinoembryonic antigen related cell adhesion molecule 3,9606.ENSP00000349971,,
217209_at,CEACAM3,carcinoembryonic antigen related cell adhesion molecule 3,9606.ENSP00000385739,,
217211_at,ACTBP9,"actin, beta pseudogene 9",,,
217212_s_at,IL9R,interleukin 9 receptor,9606.ENSP00000244174,,
217213_at,SLC6A2,solute carrier family 6 member 2,9606.ENSP00000219833,,
217214_s_at,SLC6A2,solute carrier family 6 member 2,9606.ENSP00000219833,,
217216_x_at,MLH3,mutL homolog 3,9606.ENSP00000348020,,
217217_at,IGHA1,putative V-set and immunoglobulin domain-containing-like protein IGHV4OR15-8///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1,,,
217218_at,WAPL,WAPL cohesin release factor,9606.ENSP00000298767,,
217219_at,DKFZP434A062,uncharacterized LOC26102,,,
217220_at,LOC100287387,uncharacterized LOC100287387,,,
217221_x_at,RBM10,RNA binding motif protein 10,9606.ENSP00000328848,,
217222_at,IGHG1,immunoglobulin heavy constant gamma 1 (G1m marker),,,
217223_s_at,BCR,"BCR, RhoGEF and GTPase activating protein",9606.ENSP00000265404,,
217223_s_at,BCR,"BCR, RhoGEF and GTPase activating protein",9606.ENSP00000303507,,
217225_x_at,NOMO1,uncharacterized LOC101060373///NODAL modulator 3///NODAL modulator 2///NODAL modulator 1,9606.ENSP00000287667,,
217226_s_at,SFXN3,sideroflexin 3,9606.ENSP00000224807,,
217227_x_at,IGLV1-44,immunoglobulin lambda variable 1-44,,,
217228_s_at,ASB4,ankyrin repeat and SOCS box containing 4,9606.ENSP00000321388,,
217229_at,ASB4,ankyrin repeat and SOCS box containing 4,9606.ENSP00000321388,,
217230_at,EZR,ezrin,9606.ENSP00000338934,,
217231_s_at,MAST1,microtubule associated serine/threonine kinase 1,9606.ENSP00000251472,,
217231_s_at,MAST1,microtubule associated serine/threonine kinase 1,9606.ENSP00000263710,,
217232_x_at,HBB,hemoglobin subunit beta,9606.ENSP00000494175,,
217234_s_at,EZR,ezrin,9606.ENSP00000338934,,
217235_x_at,IGLL5,immunoglobulin lambda like polypeptide 5,9606.ENSP00000431254,,
217236_x_at,IGH,immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus,9606.ENSP00000478289,,
217237_at,ADAM3B,ADAM metallopeptidase domain 3B (pseudogene),,,
217238_s_at,ALDOB,"aldolase, fructose-bisphosphate B",9606.ENSP00000497767,,
217239_x_at,LOC101930405,uncharacterized LOC101930405,,,
217240_at,SIRPB1,signal regulatory protein beta 1,9606.ENSP00000371018,,
217242_at,ZNF154,zinc finger protein 154,9606.ENSP00000421258,,
217245_at,DIAPH2-AS1,DIAPH2 antisense RNA 1,,,
217246_s_at,DIAPH2,diaphanous related formin 2,9606.ENSP00000321348,,
217248_s_at,SLC7A8,solute carrier family 7 member 8,9606.ENSP00000320378,,
217250_s_at,CHD5,chromodomain helicase DNA binding protein 5,9606.ENSP00000240874,,
217250_s_at,CHD5,chromodomain helicase DNA binding protein 5,9606.ENSP00000262450,,
217250_s_at,CHD5,chromodomain helicase DNA binding protein 5,9606.ENSP00000362330,,
217250_s_at,CHD5,chromodomain helicase DNA binding protein 5,9606.ENSP00000496813,,
217253_at,SH3BP2,SH3 domain binding protein 2,9606.ENSP00000424846,,
217254_s_at,EPO,erythropoietin,9606.ENSP00000218388,,
217254_s_at,EPO,erythropoietin,9606.ENSP00000225371,,
217254_s_at,EPO,erythropoietin,9606.ENSP00000252723,,
217257_at,SH3BP2,SH3 domain binding protein 2,9606.ENSP00000424846,,
217258_x_at,IGLV1-44,immunoglobulin lambda variable 1-44,,,
217260_x_at,LOC102723479,uncharacterized LOC102723479,,,
217261_at,TTTY2,"testis-specific transcript, Y-linked 2B (non-protein coding)///testis-specific transcript, Y-linked 2 (non-protein coding)",,,
217262_s_at,CELSR1,cadherin EGF LAG seven-pass G-type receptor 1,9606.ENSP00000262738,,
217263_x_at,RUNX1,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1,9606.ENSP00000300305,,
217263_x_at,RUNX1,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1,9606.ENSP00000402257,,
217264_s_at,SCNN1A,sodium channel epithelial 1 alpha subunit,9606.ENSP00000353292,,
217266_at,RPL15,ribosomal protein L15,9606.ENSP00000309334,,
217267_s_at,RAB7A,"RAB7A, member RAS oncogene family",9606.ENSP00000265062,,
217268_at,RAB7A,"RAB7A, member RAS oncogene family",9606.ENSP00000265062,,
217269_s_at,TMPRSS15,"transmembrane protease, serine 15",9606.ENSP00000284885,,
217270_s_at,DYRK1B,dual specificity tyrosine phosphorylation regulated kinase 1B,9606.ENSP00000469863,,
217272_s_at,SERPINB13,serpin family B member 13,9606.ENSP00000269489,,
217273_at,PRAMEF10,PRAME family member 10,9606.ENSP00000235347,,
217274_x_at,MYL4,myosin light chain 4,9606.ENSP00000347055,,
217275_at,TSSK2,testis specific serine kinase 2,9606.ENSP00000382544,,
217276_x_at,SERHL2,serine hydrolase-like 2,9606.ENSP00000331376,,
217279_x_at,MMP14,matrix metallopeptidase 14,9606.ENSP00000308208,,
217280_x_at,GABRA5,gamma-aminobutyric acid type A receptor alpha5 subunit,9606.ENSP00000382953,,
217281_x_at,IGH,uncharacterized LOC102725526///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 2 (G2m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus,9606.ENSP00000478289,,
217282_at,MAN1A2,mannosidase alpha class 1A member 2,9606.ENSP00000348959,,
217284_x_at,SERHL2,serine hydrolase-like 2,9606.ENSP00000331376,,
217285_at,DGCR14,testis specific serine kinase 2///DiGeorge syndrome critical region gene 14,9606.ENSP00000252137,,
217286_s_at,NDRG3,NDRG family member 3,9606.ENSP00000345292,,
217287_s_at,TRPC6,transient receptor potential cation channel subfamily C member 6,9606.ENSP00000340913,,
217289_s_at,SLC37A4,solute carrier family 37 member 4,9606.ENSP00000476176,,
217291_at,CEACAM5,carcinoembryonic antigen related cell adhesion molecule 5,9606.ENSP00000221992,,
217292_at,MTMR7,myotubularin related protein 7,9606.ENSP00000180173,,
217294_s_at,ENO1,enolase 1,9606.ENSP00000495530,,
217295_at,MUC8,mucin 8,,,
217296_at,KIR2DS1,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1",,,
217297_s_at,MYO9B,myosin IXB,9606.ENSP00000471457,,
217298_at,RPS14,ribosomal protein S14,9606.ENSP00000385958,,
217299_s_at,NBN,nibrin,9606.ENSP00000265433,,
217299_s_at,NBN,nibrin,9606.ENSP00000387435,,
217301_x_at,RBBP4,"RB binding protein 4, chromatin remodeling factor",9606.ENSP00000362592,,
217302_at,OR2F2,olfactory receptor family 2 subfamily F member 2,9606.ENSP00000386222,,
217303_s_at,ADRB3,adrenoceptor beta 3,9606.ENSP00000343782,,
217304_at,SHMT1,serine hydroxymethyltransferase 1,9606.ENSP00000318868,,
217305_s_at,ADCY10,"adenylate cyclase 10, soluble",9606.ENSP00000356825,,
217307_at,ACO2,aconitase 2,9606.ENSP00000216254,,
217308_at,OR1F2P,olfactory receptor family 1 subfamily F member 2 pseudogene,,,
217309_s_at,DSCR3,DSCR3 arrestin fold containing,9606.ENSP00000311399,,
217310_s_at,FOXJ3,forkhead box J3,9606.ENSP00000361653,,
217312_s_at,COL7A1,collagen type VII alpha 1 chain,9606.ENSP00000332371,,
217315_s_at,KLK13,kallikrein related peptidase 13,9606.ENSP00000470555,,
217316_at,OR7A10,olfactory receptor family 7 subfamily A member 10,9606.ENSP00000493055,,
217317_s_at,HERC2P2,hect domain and RLD 2 pseudogene 9///hect domain and RLD 2 pseudogene 2,,,
217318_x_at,KIR2DL1,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1",9606.ENSP00000336769,,
217319_x_at,CYP4A11,cytochrome P450 family 4 subfamily A member 22///cytochrome P450 family 4 subfamily A member 11,9606.ENSP00000311095,,
217320_at,LOC100293211,uncharacterized LOC100293211,,,
217321_x_at,ATXN3,ataxin 3,9606.ENSP00000496695,,
217323_at,HLA-DRB6,"major histocompatibility complex, class II, DR beta 6 (pseudogene)",,,
217325_at,KRT3,keratin 3,9606.ENSP00000413479,,
217326_x_at,TRBV19,interleukin 23 subunit alpha///T cell receptor beta variable 19,,,
217330_at,DISC1,disrupted in schizophrenia 1,9606.ENSP00000403888,,
217332_at,CTAGE11P,"CTAGE family member 11, pseudogene",,,
217334_at,OR2J3,olfactory receptor family 2 subfamily J member 3,9606.ENSP00000493439,,
217335_at,LOC55338,uncharacterized LOC55338,,,
217338_at,KRT19P2,keratin 19 pseudogene 2,,,
217339_x_at,CTAG1B,cancer/testis antigen 1A///cancer/testis antigen 1B,9606.ENSP00000332602,,
217341_at,DNM1,dynamin 1,9606.ENSP00000362014,,
217342_x_at,LOC55338,uncharacterized LOC55338,,,
217345_at,SMNP,"survival of motor neuron 1, telomeric pseudogene",,,
217348_x_at,ARHGEF15,Rho guanine nucleotide exchange factor 15,9606.ENSP00000355026,,
217349_s_at,PRICKLE3,prickle planar cell polarity protein 3,9606.ENSP00000470248,,
217350_at,KRT19P2,microRNA 492///keratin 19 pseudogene 2,,,
217354_s_at,HPS1,"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1",9606.ENSP00000326649,,
217356_s_at,PGK1,phosphoglycerate kinase 1,9606.ENSP00000362413,,
217358_at,DNAJC16,DnaJ heat shock protein family (Hsp40) member C16,9606.ENSP00000365007,,
217359_s_at,NCAM1,neural cell adhesion molecule 1,9606.ENSP00000480132,,
217360_x_at,IGHA1,immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1,,,
217361_at,PRKAR1AP1,protein kinase cAMP-dependent type I regulatory subunit alpha pseudogene 1,,,
217362_x_at,HLA-DRB6,"major histocompatibility complex, class II, DR beta 6 (pseudogene)",,,
217365_at,PRAMEF11,PRAME family member 11,9606.ENSP00000480027,,
217366_at,CTNNA1P1,catenin alpha 1 pseudogene 1,,,
217367_s_at,ZHX3,zinc fingers and homeoboxes 3,9606.ENSP00000312222,,
217368_at,ATP5G2P1,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9) pseudogene 1",,,
217369_at,IGHG1,uncharacterized LOC101930405///immunoglobulin heavy constant gamma 1 (G1m marker),,,
217370_x_at,FUS,FUS RNA binding protein,9606.ENSP00000254108,,
217370_x_at,FUS,FUS RNA binding protein,9606.ENSP00000420195,,
217371_s_at,IL15,interleukin 15,9606.ENSP00000296545,,
217373_x_at,MDM2,MDM2 proto-oncogene,9606.ENSP00000258149,,
217373_x_at,MDM2,MDM2 proto-oncogene,9606.ENSP00000303398,,
217376_at,LOC100289473,cytoskeleton associated protein 2-like pseudogene,,,
217377_x_at,NTRK3,neurotrophic receptor tyrosine kinase 3,9606.ENSP00000354207,,
217378_x_at,IGKV1OR2-108,immunoglobulin kappa variable 1/OR2-108 (non-functional),,,
217380_s_at,ADD3-AS1,ADD3 antisense RNA 1,,,
217381_s_at,TARP,TCR gamma alternate reading frame protein,9606.ENSP00000005284,,
217381_s_at,TARP,TCR gamma alternate reading frame protein,9606.ENSP00000262138,,
217381_s_at,TARP,TCR gamma alternate reading frame protein,9606.ENSP00000270458,,
217381_s_at,TARP,TCR gamma alternate reading frame protein,9606.ENSP00000300105,,
217381_s_at,TARP,TCR gamma alternate reading frame protein,9606.ENSP00000375647,,
217381_s_at,TARP,TCR gamma alternate reading frame protein,9606.ENSP00000436836,,
217382_at,CLIC1P1,chloride intracellular channel 1 pseudogene 1,,,
217383_at,PGK1,phosphoglycerate kinase 1,9606.ENSP00000362413,,
217384_x_at,LOC100293211,uncharacterized LOC100293211,,,
217387_at,CAPN6,calpain 6,9606.ENSP00000317214,,
217388_s_at,KYNU,kynureninase,9606.ENSP00000264170,,
217389_s_at,ATF5,activating transcription factor 5,9606.ENSP00000396954,,
217393_x_at,UBE2NL,ubiquitin conjugating enzyme E2 N like (gene/pseudogene),,,
217395_at,MT4,metallothionein 4,9606.ENSP00000219162,,
217397_at,YME1L1,YME1 like 1 ATPase,9606.ENSP00000318480,,
217398_x_at,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,9606.ENSP00000380070,,
217399_s_at,FOXO3,forkhead box O3B pseudogene///forkhead box O3,9606.ENSP00000339527,,
217403_s_at,ZNF227,zinc finger protein 227,9606.ENSP00000482749,,
217404_s_at,COL2A1,collagen type II alpha 1 chain,9606.ENSP00000369889,,
217405_x_at,GPLD1,glycosylphosphatidylinositol specific phospholipase D1,9606.ENSP00000230036,,
217407_x_at,PPIL2,peptidylprolyl isomerase like 2,9606.ENSP00000486725,,
217408_at,MRPS18B,mitochondrial ribosomal protein S18B,9606.ENSP00000259873,,
217410_at,AGRN,agrin,9606.ENSP00000368678,,
217411_s_at,RREB1,ras responsive element binding protein 1,9606.ENSP00000369270,,
217413_s_at,TNXB,tenascin XB,9606.ENSP00000407685,,
217414_x_at,HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,9606.ENSP00000251595,,
217414_x_at,HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,9606.ENSP00000322421,,
217415_at,POLR2A,RNA polymerase II subunit A,9606.ENSP00000461879,,
217417_at,MYO5A,myosin VA,9606.ENSP00000382177,,
217418_x_at,MS4A1,membrane spanning 4-domains A1,9606.ENSP00000278888,,
217418_x_at,MS4A1,membrane spanning 4-domains A1,9606.ENSP00000433277,,
217419_x_at,AGRN,agrin,9606.ENSP00000368678,,
217420_s_at,POLR2A,RNA polymerase II subunit A,9606.ENSP00000461879,,
217421_at,PIWIL2,piwi like RNA-mediated gene silencing 2,9606.ENSP00000349208,,
217422_s_at,CD22,CD22 molecule,9606.ENSP00000085219,,
217425_at,MC2R,melanocortin 2 receptor,9606.ENSP00000257776,,
217425_at,MC2R,melanocortin 2 receptor,9606.ENSP00000333821,,
217427_s_at,HIRA,histone cell cycle regulator,9606.ENSP00000263208,,
217427_s_at,HIRA,histone cell cycle regulator,9606.ENSP00000279392,,
217427_s_at,HIRA,histone cell cycle regulator,9606.ENSP00000387219,,
217428_s_at,COL10A1,collagen type X alpha 1 chain,9606.ENSP00000327368,,
217430_x_at,COL1A1,collagen type I alpha 1 chain,9606.ENSP00000225964,,
217431_x_at,CYBB,cytochrome b-245 beta chain,9606.ENSP00000367851,,
217432_s_at,IDS,iduronate 2-sulfatase,9606.ENSP00000339801,,
217432_s_at,IDS,iduronate 2-sulfatase,9606.ENSP00000498395,,
217433_at,TACC1,transforming acidic coiled-coil containing protein 1,9606.ENSP00000321703,,
217434_at,MC2R,melanocortin 2 receptor,9606.ENSP00000257776,,
217434_at,MC2R,melanocortin 2 receptor,9606.ENSP00000333821,,
217436_x_at,HLA-J,"major histocompatibility complex, class I, J (pseudogene)",,,
217437_s_at,TACC1,transforming acidic coiled-coil containing protein 1,9606.ENSP00000321703,,
