ID,gene_symbol,Gene title,string_protein_id,uniprot_id,source
1552682_a_at,KNL1,kinetochore scaffold 1,9606.ENSP00000335463,,
1552684_a_at,SENP8,"SUMO/sentrin peptidase family member, NEDD8 specific",9606.ENSP00000340505,,
1552685_a_at,GRHL1,grainyhead like transcription factor 1,9606.ENSP00000324693,,
1552686_at,CNBD2,cyclic nucleotide binding domain containing 2,9606.ENSP00000340954,,
1552687_a_at,CNBD2,cyclic nucleotide binding domain containing 2,9606.ENSP00000340954,,
1552689_at,CASKIN1,CASK interacting protein 1,9606.ENSP00000345436,,
1552690_a_at,CACNA2D4,calcium voltage-gated channel auxiliary subunit alpha2delta 4,9606.ENSP00000372169,,
1552691_at,ARL11,ADP ribosylation factor like GTPase 11,9606.ENSP00000282026,,
1552693_at,ARL11,ADP ribosylation factor like GTPase 11,9606.ENSP00000282026,,
1552694_at,SLC2A13,solute carrier family 2 member 13,9606.ENSP00000280871,,
1552695_a_at,SLC2A13,solute carrier family 2 member 13,9606.ENSP00000280871,,
1552696_at,NIPA1,non imprinted in Prader-Willi/Angelman syndrome 1,9606.ENSP00000337452,,
1552698_at,TUBA3FP,tubulin alpha 3f pseudogene,,,
1552701_a_at,CARD16,caspase recruitment domain family member 16,9606.ENSP00000364858,,
1552703_s_at,CASP1,caspase recruitment domain family member 16///caspase 1,9606.ENSP00000433138,,
1552705_at,DUSP19,dual specificity phosphatase 19,9606.ENSP00000346160,,
1552708_a_at,DUSP19,dual specificity phosphatase 19,9606.ENSP00000346160,,
1552711_a_at,CYB5D1,cytochrome b5 domain containing 1,9606.ENSP00000331479,,
1552712_a_at,NMNAT2,nicotinamide nucleotide adenylyltransferase 2,9606.ENSP00000287713,,
1552713_a_at,SLC4A1,solute carrier family 4 member 1 (Diego blood group),9606.ENSP00000262418,,
1552714_at,CREG2,cellular repressor of E1A stimulated genes 2,9606.ENSP00000315203,,
1552715_a_at,RXFP1,relaxin/insulin like family peptide receptor 1,9606.ENSP00000405841,,
1552716_at,SPEF2,sperm flagellar 2,9606.ENSP00000348314,,
1552717_s_at,CEP170,centrosomal protein 170 pseudogene 1///centrosomal protein 170,9606.ENSP00000355500,,
1552718_at,DTD1,D-tyrosyl-tRNA deacylase 1,9606.ENSP00000482916,,
1552718_at,DTD1,D-tyrosyl-tRNA deacylase 1,9606.ENSP00000495845,,
1552719_at,CASC4,cancer susceptibility candidate 4,9606.ENSP00000299957,,
1552721_a_at,FGF1,fibroblast growth factor 1,9606.ENSP00000344572,,
1552721_a_at,FGF1,fibroblast growth factor 1,9606.ENSP00000480791,,
1552722_at,ARPP21,cAMP regulated phosphoprotein 21,9606.ENSP00000412326,,
1552724_at,RHOXF1,Rhox homeobox family member 1,9606.ENSP00000217999,,
1552725_s_at,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,9606.ENSP00000268070,,
1552726_at,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,9606.ENSP00000268070,,
1552727_s_at,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,9606.ENSP00000268070,,
1552729_at,SNHG7,"small nucleolar RNA, H/ACA box 17B///small nucleolar RNA, H/ACA box 17A///small nucleolar RNA host gene 7",,,
1552730_at,DHH,desert hedgehog,9606.ENSP00000497483,,
1552731_at,ABRA,actin binding Rho activating protein,9606.ENSP00000311436,,
1552731_at,ABRA,actin binding Rho activating protein,9606.ENSP00000356632,,
1552732_at,ABRA,actin binding Rho activating protein,9606.ENSP00000311436,,
1552732_at,ABRA,actin binding Rho activating protein,9606.ENSP00000356632,,
1552733_at,KLHDC1,kelch domain containing 1,9606.ENSP00000352282,,
1552734_at,RICTOR,RPTOR independent companion of MTOR complex 2,9606.ENSP00000296782,,
1552735_at,PCDHGA4,"protocadherin gamma subfamily A, 4",9606.ENSP00000458570,,
1552736_a_at,NETO1,neuropilin and tolloid like 1,9606.ENSP00000313088,,
1552737_s_at,WWP2,WW domain containing E3 ubiquitin protein ligase 2,9606.ENSP00000352069,,
1552738_a_at,ST7L,suppression of tumorigenicity 7 like,9606.ENSP00000350734,,
1552739_s_at,ST7L,suppression of tumorigenicity 7 like,9606.ENSP00000350734,,
1552740_at,C2orf15,chromosome 2 open reading frame 15,9606.ENSP00000497775,,
1552742_at,KCNH8,potassium voltage-gated channel subfamily H member 8,9606.ENSP00000328813,,
1552743_at,MCF2L,MCF.2 cell line derived transforming sequence like,9606.ENSP00000440374,,
1552745_at,SLCO6A1,solute carrier organic anion transporter family member 6A1,9606.ENSP00000421339,,
1552747_a_at,PP2D1,protein phosphatase 2C like domain containing 1,9606.ENSP00000373702,,
1552749_a_at,KLC3,kinesin light chain 3,9606.ENSP00000375810,,
1552750_at,CIB3,calcium and integrin binding family member 3,9606.ENSP00000269878,,
1552751_a_at,CIB3,calcium and integrin binding family member 3,9606.ENSP00000269878,,
1552752_a_at,CADM2,cell adhesion molecule 2,9606.ENSP00000384193,,
1552754_a_at,CADM2,cell adhesion molecule 2,9606.ENSP00000384193,,
1552755_at,C9orf66,chromosome 9 open reading frame 66,,,
1552757_s_at,C9orf66,chromosome 9 open reading frame 66,,,
1552758_at,HDAC9,histone deacetylase 9,9606.ENSP00000408617,,
1552760_at,HDAC9,histone deacetylase 9,9606.ENSP00000408617,,
1552761_at,SLC16A11,solute carrier family 16 member 11,9606.ENSP00000310490,,
1552763_at,TMEM67,transmembrane protein 67,9606.ENSP00000389998,,
1552765_x_at,TMEM67,transmembrane protein 67,9606.ENSP00000389998,,
1552766_at,HS6ST2,heparan sulfate 6-O-sulfotransferase 2,9606.ENSP00000429473,,
1552767_a_at,HS6ST2,heparan sulfate 6-O-sulfotransferase 2,9606.ENSP00000429473,,
1552768_at,CAMKK1,calcium/calmodulin dependent protein kinase kinase 1,9606.ENSP00000371188,,
1552769_at,ZNF625,zinc finger protein 625,9606.ENSP00000394380,,
1552770_s_at,ZNF563,zinc finger protein 563,9606.ENSP00000293725,,
1552771_a_at,LIN9,lin-9 DREAM MuvB core complex component,9606.ENSP00000329102,,
1552772_at,CLEC4D,C-type lectin domain family 4 member D,9606.ENSP00000299665,,
1552773_at,CLEC4D,C-type lectin domain family 4 member D,9606.ENSP00000299665,,
1552774_a_at,SLC25A27,solute carrier family 25 member 27,9606.ENSP00000360398,,
1552775_at,GPRC6A,G protein-coupled receptor class C group 6 member A,9606.ENSP00000309493,,
1552777_a_at,RAET1E,retinoic acid early transcript 1E,9606.ENSP00000349709,,
1552779_a_at,SLC44A5,solute carrier family 44 member 5,9606.ENSP00000359892,,
1552782_at,SLC44A5,solute carrier family 44 member 5,9606.ENSP00000359892,,
1552783_at,ZNF417,zinc finger protein 417,9606.ENSP00000311319,,
1552785_at,ZNF781,zinc finger protein 781,9606.ENSP00000351391,,
1552787_at,HELB,DNA helicase B,9606.ENSP00000247815,,
1552788_a_at,HELB,DNA helicase B,9606.ENSP00000247815,,
1552789_at,SEC62,"SEC62 homolog, preprotein translocation factor",9606.ENSP00000337688,,
1552790_a_at,SEC62,"SEC62 homolog, preprotein translocation factor",9606.ENSP00000337688,,
1552791_a_at,TRDN,triadin,9606.ENSP00000333984,,
1552792_at,SOCS4,suppressor of cytokine signaling 4,9606.ENSP00000381034,,
1552792_at,SOCS4,suppressor of cytokine signaling 4,9606.ENSP00000452522,,
1552793_at,C8orf31,chromosome 8 open reading frame 31,,,
1552794_a_at,ZNF547,zinc finger protein 547,9606.ENSP00000282282,,
1552794_a_at,ZNF547,zinc finger protein 547,9606.ENSP00000392495,,
1552794_a_at,ZNF547,zinc finger protein 547,9606.ENSP00000469888,,
1552796_a_at,SIM1,single-minded family bHLH transcription factor 1,9606.ENSP00000358210,,
1552797_s_at,PROM2,prominin 2,9606.ENSP00000318270,,
1552798_a_at,TLR4,toll like receptor 4,9606.ENSP00000363089,,
1552798_a_at,TLR4,toll like receptor 4,9606.ENSP00000479256,,
1552799_at,TSNARE1,t-SNARE domain containing 1,9606.ENSP00000303437,,
1552800_at,ABHD11,abhydrolase domain containing 11,9606.ENSP00000222800,,
1552801_at,CAPN13,calpain 13,9606.ENSP00000295055,,
1552803_a_at,STMN1,stathmin 1,9606.ENSP00000410452,,
1552804_a_at,TIRAP,TIR domain containing adaptor protein,9606.ENSP00000376445,,
1552806_a_at,SIGLEC10,sialic acid binding Ig like lectin 10,9606.ENSP00000345243,,
1552807_a_at,SIGLEC10,sialic acid binding Ig like lectin 10,9606.ENSP00000345243,,
1552808_at,ADAMTSL1,ADAMTS like 1,9606.ENSP00000369921,,
1552809_at,RFX4,regulatory factor X4,9606.ENSP00000350552,,
1552811_at,WFIKKN1,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1",9606.ENSP00000324763,,
1552812_a_at,SENP1,SUMO1/sentrin specific peptidase 1,9606.ENSP00000394791,,
1552813_at,KLF14,Kruppel like factor 14,9606.ENSP00000438209,,
1552813_at,KLF14,Kruppel like factor 14,9606.ENSP00000463287,,
1552814_a_at,KLF14,Kruppel like factor 14,9606.ENSP00000438209,,
1552814_a_at,KLF14,Kruppel like factor 14,9606.ENSP00000463287,,
1552816_at,NXNL2,nucleoredoxin-like 2,9606.ENSP00000365014,,
1552818_a_at,BRS3,bombesin receptor subtype 3,9606.ENSP00000359682,,
1552819_at,LINC00205,long intergenic non-protein coding RNA 205,,,
1552822_at,TMX3,thioredoxin related transmembrane protein 3,9606.ENSP00000299608,,
1552825_at,ZNF396,zinc finger protein 396,9606.ENSP00000466500,,
1552826_at,SLC26A7,solute carrier family 26 member 7,9606.ENSP00000309504,,
1552827_s_at,SLC26A7,solute carrier family 26 member 7,9606.ENSP00000309504,,
1552828_at,SNX18,sorting nexin 18,9606.ENSP00000342276,,
1552830_at,FBXO39,F-box protein 39,9606.ENSP00000321386,,
1552833_at,B3GNT6,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",9606.ENSP00000309096,,
1552833_at,B3GNT6,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",9606.ENSP00000484640,,
1552834_at,B3GNT6,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",9606.ENSP00000309096,,
1552834_at,B3GNT6,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",9606.ENSP00000484640,,
1552835_at,DENND1B,DENN domain containing 1B,9606.ENSP00000479816,,
1552836_at,ZNF619,zinc finger protein 619,9606.ENSP00000411132,,
1552837_at,ICK,intestinal cell (MAK-like) kinase,9606.ENSP00000349458,,
1552839_at,FAM71D,family with sequence similarity 71 member D,9606.ENSP00000483154,,
1552841_s_at,BCL2L14,BCL2 like 14,9606.ENSP00000309132,,
1552842_at,HS6ST3,heparan sulfate 6-O-sulfotransferase 3,9606.ENSP00000365895,,
1552843_at,SLC26A1,solute carrier family 26 member 1,9606.ENSP00000354721,,
1552845_at,CLDN15,claudin 15,9606.ENSP00000385300,,
1552846_s_at,RAB42,"RAB42, member RAS oncogene family",9606.ENSP00000491546,,
1552848_a_at,PTCHD1,patched domain containing 1,9606.ENSP00000368666,,
1552849_at,M1AP,meiosis 1 associated protein,9606.ENSP00000290536,,
1552851_at,ZSCAN4,zinc finger and SCAN domain containing 4,9606.ENSP00000321963,,
1552852_a_at,ZSCAN4,zinc finger and SCAN domain containing 4,9606.ENSP00000321963,,
1552853_at,VWA5B1,von Willebrand factor A domain containing 5B1,9606.ENSP00000364220,,
1552854_a_at,VWA5B1,von Willebrand factor A domain containing 5B1,9606.ENSP00000364220,,
1552856_at,LINC00311,long intergenic non-protein coding RNA 311,,,
1552857_a_at,HTR6,5-hydroxytryptamine receptor 6,9606.ENSP00000289753,,
1552858_at,MAGEB6,MAGE family member B6,9606.ENSP00000368320,,
1552860_at,TCEB3C,RNA polymerase II transcription factor SIII subunit A3-like///RNA polymerase II transcription factor SIII subunit A3-like///RNA polymerase II transcription factor SIII subunit A3-like///RNA polymerase II transcription factor SIII subunit A3-like///transcription elongation factor B subunit 3C like 2///transcription elongation factor B subunit 3C like///transcription elongation factor B subunit 3C,9606.ENSP00000483981,,
1552862_at,RUSC1-AS1,RUSC1 antisense RNA 1,,,
1552863_a_at,CACNG6,calcium voltage-gated channel auxiliary subunit gamma 6,9606.ENSP00000252729,,
1552863_a_at,CACNG6,calcium voltage-gated channel auxiliary subunit gamma 6,9606.ENSP00000270458,,
1552865_a_at,LMNTD1,lamin tail domain containing 1,9606.ENSP00000407353,,
1552868_at,CIRBP-AS1,CIRBP antisense RNA 1,,,
1552870_s_at,AXDND1,axonemal dynein light chain domain containing 1,9606.ENSP00000356590,,
1552872_at,ASMTL-AS1,ASMTL antisense RNA 1,,,
1552873_s_at,ASMTL-AS1,ASMTL antisense RNA 1,,,
1552875_a_at,CD200R1,CD200 receptor 1,9606.ENSP00000311035,,
1552876_at,LINC00334,long intergenic non-protein coding RNA 334,,,
1552877_s_at,LINC00334,long intergenic non-protein coding RNA 334,,,
1552878_at,ATOH7,atonal bHLH transcription factor 7,9606.ENSP00000362777,,
1552879_a_at,ATOH7,atonal bHLH transcription factor 7,9606.ENSP00000362777,,
1552880_at,SEC16B,"SEC16 homolog B, endoplasmic reticulum export factor",9606.ENSP00000308339,,
1552882_a_at,AMER1,APC membrane recruitment protein 1,9606.ENSP00000364003,,
1552884_at,NKX6-3,NK6 homeobox 3,9606.ENSP00000429553,,
1552885_a_at,NKX6-3,NK6 homeobox 3,9606.ENSP00000429553,,
1552887_at,TBATA,"thymus, brain and testes associated",9606.ENSP00000400224,,
1552889_a_at,EXOC3L2,exocyst complex component 3 like 2,9606.ENSP00000252482,,
1552890_a_at,CABP4,calcium binding protein 4,9606.ENSP00000324960,,
1552892_at,TNFRSF13C,TNF receptor superfamily member 13C,9606.ENSP00000291232,,
1552893_at,CAMK2N2,calcium/calmodulin dependent protein kinase II inhibitor 2,9606.ENSP00000296238,,
1552895_a_at,ANKRD30BP2,ankyrin repeat domain 30B pseudogene 2,,,
1552897_a_at,KCNG3,potassium voltage-gated channel modifier subfamily G member 3,9606.ENSP00000304127,,
1552897_a_at,KCNG3,potassium voltage-gated channel modifier subfamily G member 3,9606.ENSP00000312129,,
1552898_a_at,KCNG3,potassium voltage-gated channel modifier subfamily G member 3,9606.ENSP00000304127,,
1552898_a_at,KCNG3,potassium voltage-gated channel modifier subfamily G member 3,9606.ENSP00000312129,,
1552899_at,LINC01312,long intergenic non-protein coding RNA 1312,,,
1552900_a_at,LINC01312,long intergenic non-protein coding RNA 1312,,,
1552902_a_at,FOXP2,forkhead box P2,9606.ENSP00000386200,,
1552903_at,B4GALNT2,"beta-1,4-N-acetyl-galactosaminyltransferase 2",9606.ENSP00000300404,,
1552904_at,NETO1,neuropilin and tolloid like 1,9606.ENSP00000313088,,
1552906_at,FMR1NB,fragile X mental retardation 1 neighbor,9606.ENSP00000359498,,
1552908_at,GCSAML,germinal center associated signaling and motility like,9606.ENSP00000446460,,
1552908_at,GCSAML,germinal center associated signaling and motility like,9606.ENSP00000479757,,
1552910_at,SIGLEC11,sialic acid binding Ig like lectin 11,9606.ENSP00000412361,,
1552911_at,SIGLEC11,sialic acid binding Ig like lectin 11,9606.ENSP00000412361,,
1552912_a_at,IL23R,interleukin 23 receptor,9606.ENSP00000321345,,
1552913_at,MAGEB18,MAGE family member B18,9606.ENSP00000314543,,
1552914_a_at,CD276,CD276 molecule,9606.ENSP00000320084,,
1552915_at,IFNL2,interferon lambda 2,9606.ENSP00000333639,,
1552917_at,IFNL1,interferon lambda 1,9606.ENSP00000329991,,
1552919_at,C4orf36,chromosome 4 open reading frame 36,9606.ENSP00000295898,,
1552921_a_at,FIGNL1,fidgetin like 1,9606.ENSP00000410811,,
1552922_at,RIMS1,regulating synaptic membrane exocytosis 1,9606.ENSP00000428417,,
1552923_a_at,PITPNM2,phosphatidylinositol transfer protein membrane associated 2,9606.ENSP00000322218,,
1552924_a_at,PITPNM2,phosphatidylinositol transfer protein membrane associated 2,9606.ENSP00000322218,,
1552925_at,PCDH10,protocadherin 10,9606.ENSP00000264360,,
1552927_at,TAB3,TGF-beta activated kinase 1/MAP3K7 binding protein 3,9606.ENSP00000368215,,
1552928_s_at,TAB3,TGF-beta activated kinase 1/MAP3K7 binding protein 3,9606.ENSP00000368215,,
1552929_at,GRK7,G protein-coupled receptor kinase 7,9606.ENSP00000264952,,
1552930_at,MMEL1,membrane metallo-endopeptidase-like 1,9606.ENSP00000367668,,
1552931_a_at,PDE8A,phosphodiesterase 8A,9606.ENSP00000378056,,
1552932_at,NLRP6,NLR family pyrin domain containing 6,9606.ENSP00000309767,,
1552933_at,AKNAD1,AKNA domain containing 1,9606.ENSP00000359018,,
1552935_at,ZCCHC5,zinc finger CCHC-type containing 5,9606.ENSP00000316794,,
1552937_s_at,TREX1,ATR interacting protein///three prime repair exonuclease 1,9606.ENSP00000323099,,
1552937_s_at,TREX1,ATR interacting protein///three prime repair exonuclease 1,9606.ENSP00000486676,,
1552938_at,ZIC5,Zic family member 5,9606.ENSP00000267294,,
1552939_at,ANGPT1,angiopoietin 1,9606.ENSP00000428340,,
1552940_at,TEDDM1,transmembrane epididymal protein 1,9606.ENSP00000356536,,
1552942_at,LOC149373,uncharacterized LOC149373,9606.ENSP00000498721,,
1552943_at,GABRG1,gamma-aminobutyric acid type A receptor gamma1 subunit,9606.ENSP00000295452,,
1552944_a_at,PANX2,pannexin 2,9606.ENSP00000379183,,
1552946_at,ZNF114,zinc finger protein 114,9606.ENSP00000469998,,
1552947_x_at,ZNF114,zinc finger protein 114,9606.ENSP00000469998,,
1552948_at,CCDC27,coiled-coil domain containing 27,9606.ENSP00000294600,,
1552950_at,CFAP161,cilia and flagella associated protein 161,9606.ENSP00000286732,,
1552952_at,RBMY2FP,"RNA binding motif protein, Y-linked, family 1, member A1 pseudogene///RNA binding motif protein, Y-linked, family 2, member F pseudogene",,,
1552953_a_at,NEUROD2,neuronal differentiation 2,9606.ENSP00000306754,,
1552954_at,C5orf17,chromosome 5 open reading frame 17,,,
1552955_at,LINC00208,long intergenic non-protein coding RNA 208,,,
1552957_at,DNAH6,dynein axonemal heavy chain 6,9606.ENSP00000374045,,
1552960_at,LRRC15,leucine rich repeat containing 15,9606.ENSP00000413707,,
1552964_at,CFAP46,cilia and flagella associated protein 46,9606.ENSP00000357575,,
1552965_a_at,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",9606.ENSP00000287590,,
1552967_at,ZNF645,zinc finger protein 645,9606.ENSP00000323348,,
1552969_a_at,ZMYM6,zinc finger MYM-type containing 6,9606.ENSP00000349708,,
1552969_a_at,ZMYM6,zinc finger MYM-type containing 6,9606.ENSP00000362435,,
1552970_s_at,ZMYM6,zinc finger MYM-type containing 6,9606.ENSP00000349708,,
1552970_s_at,ZMYM6,zinc finger MYM-type containing 6,9606.ENSP00000362435,,
1552971_at,SGCZ,sarcoglycan zeta,9606.ENSP00000371512,,
1552972_at,LOC100507431,uncharacterized LOC100507431,,,
1552973_at,WNT9B,Wnt family member 9B,9606.ENSP00000290015,,
1552976_at,DNAJB13,DnaJ heat shock protein family (Hsp40) member B13,9606.ENSP00000344431,,
1552977_a_at,CNPY3,canopy FGF signaling regulator 3,9606.ENSP00000361926,,
1552978_a_at,SCAMP1,secretory carrier membrane protein 1,9606.ENSP00000481022,,
1552979_at,LINC00471,long intergenic non-protein coding RNA 471,,,
1552980_at,HAS3,hyaluronan synthase 3,9606.ENSP00000304440,,
1552982_a_at,FGF4,fibroblast growth factor 4,9606.ENSP00000168712,,
1552985_at,SLC30A8,solute carrier family 30 member 8,9606.ENSP00000415011,,
1552986_at,LOC142937,uncharacterized protein BC008131,,,
1552987_a_at,LOC439933,uncharacterized LOC439933,,,
1552988_at,C11orf65,chromosome 11 open reading frame 65,9606.ENSP00000483537,,
1552990_at,FAM71E2,family with sequence similarity 71 member E2,9606.ENSP00000398617,,
1552991_at,OR5P2,olfactory receptor family 5 subfamily P member 2,9606.ENSP00000331823,,
1552993_at,DYDC1,DPY30 domain containing 1,9606.ENSP00000361278,,
1552995_at,IL27,interleukin 27,9606.ENSP00000221847,,
1552995_at,IL27,interleukin 27,9606.ENSP00000262947,,
1552995_at,IL27,interleukin 27,9606.ENSP00000302924,,
1552995_at,IL27,interleukin 27,9606.ENSP00000349365,,
1552997_a_at,IQCF1,IQ motif containing F1,9606.ENSP00000307958,,
1552998_at,DEFB125,defensin beta 125,9606.ENSP00000371847,,
1552999_a_at,WFDC10B,WAP four-disulfide core domain 10B,9606.ENSP00000337466,,
1553002_at,DEFB105A,defensin beta 105B///defensin beta 105A,9606.ENSP00000334330,,
1553002_at,DEFB105A,defensin beta 105B///defensin beta 105A,9606.ENSP00000335281,,
1553003_at,PKHD1,polycystic kidney and hepatic disease 1 (autosomal recessive),9606.ENSP00000360158,,
